jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
SEO Manager Required For CANADA & AUSTRALIA,Pear Visa Immigration Services Private Limited,Australia|Canada,2-7years,4000000 - 8000000 INR,"Develop & execute successful SEO strategies |  Conduct keyword research to guide content teams |  Review technical SEO issues and recommend fixes |  Optimize website content, landing pages |  Off-page optimization |  Collect data and report on traffic,ranking",SEOAnalyst|SeniorSEOAnalyst|SEOManager|SearchEngineMarketing|seoprojectmanager|KeywordResearch|SearchEngine|seamarketing|SeoExpert|SEO|SearchEngineOptimization|SearchEngineSubmission|SeoExecutive|SeoAnalysis|SeoSpecialist|
Global Program Director,Novartis Healthcare Private Limited,Hyderabad/Secunderabad,15-25years,Not Specified,"Defines and drives scientifically sound and business driven project strategy. |      Reviews, manages, proactively challenges, and controls status of projects operations of the programs and budgets; manages schedules and may prepares status reports.",StakeHoldersRelationship|Collaboration|StrategyManagement|ProgramManagement|ProjectManagement|
Program Management Office - Program Manager,US Tech Solutions Private Limited,Coimbatore,12-18years,2000000 - 3000000 INR,Lead Projects & Initiatives of strategic Importance,ProgramManagement|ProgramManagementOffice|CorporatePlanning|CorporateStrategy|BusinessPlanning|ProgramManager|
Program Coordinator,Shakun Sharma (Proprietor Of FM Industry),Noida,3-6years,Not Specified,Shift - Night (EST |  Location - Noida |   |  Resource Coordinator / Lead will be an extension to the onsite program team with Workspend Managed Staffing Program and responsible for delivering superior client satisfaction by driving results. |,ProgramCoordinator|MSPcoordinator|VMSCoordinator|UsStaffing|UsRecruitment|ProgramManager|
Program Manager,Serviam Consultancy Services,Surat,0-1years,270000 - 470000 INR,Urgent Hiring For Program Manager  |  Freshers Can Also Apply,DeliveryHead|Pmp|EngineeringManager|Sr.projectmanager|PMI|ProgramManager|DeliveryManager|ProjectManager|
State Head – Farm Improvement Program - Varanasi,Hewlett Packard Enterprise,Varanasi,5-8years,Not Specified,"To rollout the  Farm Improvement Program in a given milk shed area through organisation with the help of a team the participatory introduction of the concept to farmers, selection of farmers based on a score card, initial pre implementation audit, f","""animalhusbandry""|""paraveterinary""|livestock|"
Project/Program Manager in Oman,Orissa Doot Private Limited,Oman,12-20years,Not Specified,12-15 years of experience of project / program management. |  Minimum of 5 years of experience in banking including Conventional (including Retail & Corporate) & Islamic (products) |  Knowledge of good practices of banking Audit and IT Security . |,"""programmanagement""|Banking|Pmp|Prince2|"
Learning and Development Manager - NPI,Aayam Consultants,Bengaluru/Bangalore,5-10years,Not Specified,"Leads multiple projects and programs with global and cross-organizational program teams on needs assessment, intervention selection,design, development,implementation,delivery reporting,and continuous innovation and improvement of learning solutions.",TrainingDevelopment|InstructionalDesign|Brainshark|NPI.NSI|PSM|Dreamweaver|AdobeCaptivate|Html5|Javascript|
Php developer,Future Focus Infotech Private Limited,OtherIndia,1-4years,Not Specified,Opening for PHP Developer in Bhubaneswar Location,WebDeveloper|Phpdeveloper|PHPprogrammer|PhpMysql|Joomla|PhpMysqlAjax|Programmer|
Java Technical Manager/Program Manager,Career Smart Technologies,Pune,12-15years,2200000 - 2400000 INR,Java Technical Manager/Program Manager are  responsible for designing and developing software applications using the Java programming language and respective frameworks.,Pmp|ProjectProgramManager|JavaProjectManager|CI-CD|JavaTechnologies|JavaJ2ee|Hibernate|Microservices|AwsCloud|AjaxFramework|SpringBoot|RESTful|WebServices|RestApi|Mysql|Hsqldb|MongoDB|Jms|Jvm|AWS|Ec2|S3|Cloudwatch|Agile|ProjectManager|
