jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
BPO / Call Center / Sales Executive / Only for Ahemdabad,Arise Solution,Ahmedabad,0-2years,Not Specified,Opening for sales executive |      Minimum 6 month of relevant experience |      Salary 11k to 15 CTC + incentives |      Graduation mandatory |      Interested person Contact on - 9687676593,Telesales|Bpo|CallCenter|InternationalCallCenter|DomesticBPO|Inbound|Fresher|Telecaller|Telemarketing|Telemarketingexecutive|Counsellor|Telesalestelemarketing|Customercareexecutive|Telesalesexecutive|Kpo|
Call Center Operations Manager Call Center Executive,Freelancer - Purushottam Munjajirao Dhutraj,Bengaluru/Bangalore|Mumbai,2-12years,1770000 - 4020000 INR,Serves customers by planning and implementing call center strategies and operations; improving systems and processes; managing staff.,CallCenterOperationsManager|CallCenterExecutive|CustomerCareExecutive|CallCenterRepresentative|BPOFresher|BPOExecutive|BPOCallCentre|TeleCaller|VoiceProcessExecutive|DomesticBPO|InternationalCallCenter|
Call Center Supervisor Call Center Executive Supervisor Call Center Executive,Freelancer - Purushottam Munjajirao Dhutraj,Chennai|Mumbai,3-13years,1330000 - 3650000 INR,"This Call Center Supervisor job description template will help you save time, optimize your job ads for SEO and attract qualified candidates for your open Call Center Supervisor job position.",CallCenterSupervisor|CallCenterExecutive|BPOCallCentre|TeleCaller|BPOExecutive|DomesticBPO|InternationalCallCenter|BPOFresher|CallCenterRepresentative|CustomerCareExecutive|VoiceProcessExecutive|Supervisor|ElectricalSupervisor|Team|
Call Center Executive (Freshers) Job In kolkata,Alpha Tech Solutions,Kolkata,0-2years,150000 - 250000 INR,Call Center Executive,CallCenterExecutive|BPOCallCentre|TeleCaller|CustomerCareExecutive|CallCenterRepresentative|
Call Center Executive (Freshers) Job In Kolkata,Alpha Tech Solutions,Kolkata,0-2years,150000 - 250000 INR,Call Center Executive,CallCenterExecutive|BPOCallCentre|TeleCaller|BPOExecutive|CallCenterRepresentative|CustomerCareExecutive|
FEMALE TELE CALLERS REQUIRED FRESHERS 12TH PASS CAN APPLY,Star Tech,Delhi,Fresher,100000 - 120000 INR,ANY 12TH PASS OR GRADUATE CAN APPLY FOR CREDIT CARD SALES PROCESS.,CallCenterExecutive|BPOCallCentre|DomesticBPO|TeleCaller|BPOExecutive|BPOFresher|CallCenterRepresentative|VoiceProcessExecutive|
Outbound Sales Call Center Executive for International BPOs Bangalore,White Horse Manpower Consultancy Private Limited,Bengaluru/Bangalore,1-6years,Not Specified,"Cold call and cold email leads. Attend networking events, community events and hearings to generate leads.",CallCenter|OutboundCalling|outboundsales|Telesales|Telemarketing|ColdCalling|CallCenterExecutive|
"Call Center Executive Call Center Caller Call Center Representative Call Centers Call Center Agent,",Inlinked management and Training Institute,Delhi|Noida,0-3years,80000 - 200000 INR,We are looking For Hindi speaking candidates for Domestic Voice process |  Language - Hindi and English |  Salary - 10k to 20k |  Extras - incentives |  Location - Delhi noida and Gurgaon |  call Divya 9625836556,Cce|Customercareexecutive|Csa|Customercare|Ccr|CSE|Bpo|CallCenter|VoiceProcess|DomesticBpo|Inbound|Fresher|
BPO / Call Center / Sales Executive / Only for Ahemdabad,Arise Solution,Ahmedabad,0-2years,Not Specified,Opening for sales executive |       Minimum 6 month of relevant experience |       Salary 11k to 15 CTC + incentives |       Graduation mandatory |       Interested person Contact on - 9687676593,Telesales|Bpo|CallCenter|InternationalCallCenter|DomesticBPO|Inbound|Fresher|Telecaller|Telemarketing|Telemarketingexecutive|Counsellor|Telesalestelemarketing|Customercareexecutive|Telesalesexecutive|Kpo|
Domestic BPO Domestic Voice Support Call Center Call Center Executive Freshers,Inlinked management and Training Institute,Delhi|Ghaziabad,0-3years,90000 - 220000 INR,we are looking candidates for Domestic Voice process for Noida location |   |  Salary - INR - 120000 to 200000 PA |   |  Timings - 10 am to 7pm |   |  Process - INBOUND / Flipkart |   |  Call - Divya -9625836556,FreshGraduate|Inbound|CallCenter|Bpo|InternationalCallCenter|DomesticBPO|Outbound|Fresher|Kpo|
Call Center Executive / CSE,Eros Inc,Thane,1-6years,Not Specified,Urgent requirement for CSE |  Location - Thane |  Call 8169835364 |  Female Candidates only  |  Minimum 6 months experience |  Salary - 15k to 18k,CallCenter|Outbound|Telesales|TeleCalling|VoiceProcess|Bpo|CustomerCareExecutive|CustomerCare|OutboundSales|
URGENT HRING FOR CREDIT CARDS SALAES FRESHERS  12TH PASS  CAN APPLY,Star Tech,Delhi,Fresher,100000 - 210000 INR,GOOD COMMUNICATION FEMALES CAN APPLY.DOMESTIC CALL CENTER,BPOExecutive|CallCenterExecutive|DomesticBPO|TeleCaller|BPOFresher|BPOCallCentre|CustomerCareExecutive|
Call Center Executive (Freshers) Job In Delhi,Magna India Services,Delhi,0-2years,150000 - 250000 INR,Call Center Executive,CallCenterExecutive|BPOCallCentre|DomesticBPO|CustomerCareExecutive|CallCenterRepresentative|BPOFresher|BPOExecutive|TeleCaller|
BPO / Call Center / Sales Executive / Only for Ahemdabad,Arise Solution,Ahmedabad,0-3years,Not Specified,"Good Communication & Convincing skills |           Self Motivated & Target Oriented. |           Prior experience in Outbound, Telesales, Telemarketing or Financial products sales would be an added advantage. |           Only For Ahemdabad Candidates",Demat|OnlineTrading|Equity|ShareTrading|TradingAccount|Commodities|Broking|Brokerage|OnlineShareTrading|
Call Center Executive (Freshers) Job In Ahemdabad,Magna India Services,Ahmedabad,0-2years,150000 - 250000 INR,Call Center Executive,CallCenterExecutive|BPOCallCentre|DomesticBPO|InternationalCallCenter|CustomerCareExecutive|VoiceProcessExecutive|CallCenterRepresentative|BPOFresher|BPOExecutive|TeleCaller|
Call Center Executive For Freshers,Biz Industries,Kolkata,0-2years,150000 - 250000 INR,Call Center Executive,CallCentre|
BPO-FRESHERS-INTERNATIONAL VOICE,Fazo Software,Chennai|Madurai,0-1years,210000 - 450000 INR,"Fazo software |   |  Wanted freshers for international voice!! |  - immediate joining is available |  - Salary will be around Rs. 10,000- 15,000 |  - Working days ( Monday - Saturday) |  - Work location will be in Chennai |  - Hike will be there once in every year |   |",InternationalCallCenter|BPOCallCentre|CustomerCareExecutive|VoiceProcess|Bpo|BPOFresher|CallCenterExecutive|TeleCaller|VoiceProcessExecutive|CallCenterRepresentative|
Call Center Executive For Freshers,Biz Industries,Kolkata,0-2years,150000 - 250000 INR,Call Center Executive,CallCenterExecutive|BPOCallCentre|TeleCaller|BPOExecutive|BPOFresher|CallCenterRepresentative|CustomerCareExecutive|
Call Center Executive / International BPO / Sal Upto 22K,Black And White Business Solutions Private Limited,Bengaluru/Bangalore,0-5years,Not Specified,International Call Center / BPO /Banking / Ecommerce / Healthcare/Customer Support / Technical Support,Voice|ChatSupport|Email|SupportCustomerSupport|CustomerService|CustomerSupportExecutive|CustomerCare|CustomerCareExecutive|TechnicalSupport|TechnicalSupport|TechSupport|TechnicalSupportExecutive|
